fighter1,fighter2,fight_outcome,fighter1_Weight,fighter1_Reach,fighter1_SLpM,fighter1_StrAcc,fighter1_SApM,fighter1_StrDef,fighter1_TDAvg,fighter1_TDAcc,fighter1_TDDef,fighter1_SubAvg,fighter2_Weight,fighter2_Reach,fighter2_SLpM,fighter2_StrAcc,fighter2_SApM,fighter2_StrDef,fighter2_TDAvg,fighter2_TDAcc,fighter2_TDDef,fighter2_SubAvg,fighter1_Wins,fighter1_Losses,fighter1_Draws,fighter2_Wins,fighter2_Losses,fighter2_Draws,fighter1_Height_in,fighter2_Height_in,fighter1_Age,fighter2_Age,fighter1_Stance_Open stance,fighter1_Stance_Orthodox,fighter1_Stance_Southpaw,fighter1_Stance_Switch,fighter2_Stance_Open stance,fighter2_Stance_Orthodox,fighter2_Stance_Southpaw,fighter2_Stance_Switch,diff_TDAcc,diff_StrAcc,diff_SubAvg,diff_StrDef,diff_Age,diff_SApM,diff_SLpM,diff_Reach,diff_TDAvg,diff_Height_in,diff_Draws,diff_TDDef,diff_Weight,diff_Wins,diff_Losses
Saimon Oliveira,Daniel Marcos,0,135.0,72,2.82,41,3.91,48,1.21,25,35,1.6,135.0,69,5.9,53,4.25,62,0.59,50,88,0.0,18,5,0,17,0,0,64.0,67.0,33.0,32.0,False,True,False,False,False,True,False,False,-25,-12,1.6,-14,1.0,-0.33999999999999986,-3.0800000000000005,3,0.62,-3.0,0,-53,0.0,1,5
Zubaira Tukhugov,Elves Brener,0,155.0,68,3.17,39,3.07,63,2.13,39,100,0.0,155.0,72,3.99,47,5.3,48,1.23,23,76,0.0,20,6,1,16,5,0,68.0,70.0,34.0,27.0,False,True,False,False,False,True,False,False,16,-8,0.0,15,7.0,-2.23,-0.8200000000000003,-4,0.8999999999999999,-2.0,1,24,0.0,4,1
Rafael Alves,Nurullo Aliev,0,155.0,68,1.85,48,3.3,58,0.29,25,44,1.5,155.0,72,2.43,45,1.07,58,2.6,54,0,0.0,20,12,0,10,0,0,68.0,70.0,34.0,24.0,False,True,False,False,False,True,False,False,-29,3,1.5,0,10.0,2.2299999999999995,-0.5800000000000001,-4,-2.31,-2.0,0,44,0.0,10,12
Carlston Harris,Jared Gooden,1,170.0,76,3.79,43,3.46,54,1.46,22,55,0.6,170.0,77,4.4,48,6.74,45,0.91,45,65,0.4,19,7,0,23,10,0,72.0,72.0,37.0,31.0,False,True,False,False,False,True,False,False,-23,-5,0.19999999999999996,9,6.0,-3.2800000000000002,-0.6100000000000003,-1,0.5499999999999999,0.0,0,-10,0.0,-4,-3
Shane Young,Blake Bilder,0,145.0,72,5.19,40,5.46,52,0.63,18,64,0.0,145.0,68,3.81,48,4.15,53,0.31,7,71,0.6,13,8,0,8,2,1,68.0,68.0,31.0,34.0,False,True,False,False,False,False,False,True,11,-8,-0.6,-1,-3.0,1.3099999999999996,1.3800000000000003,4,0.32,0.0,-1,-7,0.0,5,6
Juliana Miller,Veronica Hardy,0,125.0,66,3.31,45,4.75,32,1.84,44,0,1.8,125.0,64,3.12,45,3.48,49,0.93,41,55,0.3,4,3,0,9,5,1,67.0,64.0,28.0,29.0,False,True,False,False,False,False,True,False,3,0,1.5,-17,-1.0,1.27,0.18999999999999995,2,0.91,3.0,-1,-55,0.0,-5,-2
Jake Hadley,Malcolm Gordon,1,135.0,70,3.8,43,4.16,61,0.33,11,54,1.1,125.0,71,2.5,45,2.0,43,1.72,35,26,1.0,11,4,0,14,8,0,67.0,67.0,28.0,34.0,False,False,True,False,False,False,False,True,-24,-2,0.10000000000000009,18,-6.0,2.16,1.2999999999999998,-1,-1.39,0.0,0,28,10.0,-3,-4
Joanne Wood,Luana Carolina,1,125.0,65,7.1,51,4.89,51,1.52,55,58,0.3,125.0,69,4.81,50,3.54,50,0.34,37,74,0.6,17,8,0,11,4,0,66.0,66.0,39.0,31.0,False,True,False,False,False,True,False,False,18,1,-0.3,1,8.0,1.3499999999999996,2.29,-4,1.18,0.0,0,-16,0.0,6,4
Christian Leroy Duncan,Dusko Todorovic,1,185.0,79,4.71,62,3.57,49,0.31,14,64,0.0,185.0,74,5.35,57,4.8,46,0.92,12,45,0.0,10,2,0,12,5,0,74.0,73.0,29.0,30.0,False,False,False,True,False,True,False,False,2,5,0.0,3,-1.0,-1.23,-0.6399999999999997,5,-0.6100000000000001,1.0,0,19,0.0,-2,-3
Lerone Murphy,Gabriel Santos,1,145.0,73,4.8,54,2.67,60,1.78,54,48,0.6,145.0,70,4.35,60,4.31,45,3.8,54,87,1.2,15,0,1,12,2,0,69.0,69.0,33.0,28.0,False,True,False,False,False,True,False,False,0,-6,-0.6,15,5.0,-1.6399999999999997,0.4500000000000002,3,-2.0199999999999996,0.0,1,-39,0.0,3,-2
Sam Patterson,Yanal Ashmouz,0,170.0,78,2.66,37,3.37,48,1.94,100,33,3.9,155.0,69,2.94,50,4.54,55,4.8,50,60,0.0,12,2,1,8,1,0,75.0,69.0,28.0,29.0,False,True,False,False,False,True,False,False,50,-13,3.9,-7,-1.0,-1.17,-0.2799999999999998,9,-2.86,6.0,1,-27,15.0,4,1
Muhammad Mokaev,Jafel Filho,1,125.0,70,1.61,45,1.35,57,5.29,41,25,0.8,125.0,68,2.36,41,2.0,47,1.77,33,55,2.6,13,0,0,16,3,0,67.0,67.0,24.0,31.0,False,True,False,False,False,True,False,False,8,4,-1.8,10,-7.0,-0.6499999999999999,-0.7499999999999998,2,3.52,0.0,0,-30,0.0,-3,-3
Chris Duncan,Omar Morales,1,155.0,71,4.7,46,4.0,48,3.53,37,33,0.3,155.0,73,3.42,40,3.18,58,0.46,100,63,0.0,12,2,0,11,4,0,70.0,71.0,31.0,39.0,False,True,False,False,False,True,False,False,-63,6,0.3,-10,-8.0,0.8199999999999998,1.2800000000000002,-2,3.07,-1.0,0,-30,0.0,1,-2
Jack Shore,Makwan Amirkhani,1,145.0,71,3.6,58,2.31,56,3.22,39,74,0.6,145.0,72,1.33,44,2.98,46,3.96,43,35,1.1,17,3,0,17,9,0,68.0,70.0,30.0,36.0,False,True,False,False,False,False,True,False,-4,14,-0.5000000000000001,10,-6.0,-0.6699999999999999,2.27,-1,-0.7399999999999998,-2.0,0,39,0.0,0,-6
Justin Gaethje,Rafael Fiziev,1,155.0,70,6.78,59,7.46,52,0.11,25,75,0.0,155.0,71,4.9,51,4.97,49,0.29,40,89,0.0,25,5,0,12,3,0,71.0,68.0,36.0,32.0,False,True,False,False,False,False,False,True,-15,8,0.0,3,4.0,2.49,1.88,-1,-0.18,3.0,0,-14,0.0,13,2
Jennifer Maia,Casey O'Neill,1,125.0,64,4.35,38,4.52,55,0.42,27,58,0.1,125.0,69,7.89,52,5.65,57,1.45,34,70,0.7,21,10,1,10,2,0,64.0,66.0,36.0,27.0,False,True,False,False,False,True,False,False,-7,-14,-0.6,-2,9.0,-1.1300000000000008,-3.54,-5,-1.03,-2.0,1,-12,0.0,11,8
Gunnar Nelson,Bryan Barberena,1,170.0,72,1.84,61,3.0,49,1.9,59,66,1.0,185.0,72,5.35,48,4.59,44,0.13,22,50,0.3,19,5,1,18,12,0,71.0,72.0,36.0,35.0,False,False,False,True,False,False,True,False,37,13,0.7,5,1.0,-1.5899999999999999,-3.51,0,1.77,-1.0,1,16,-15.0,1,-7
Marvin Vettori,Roman Dolidze,1,185.0,74,4.56,45,4.24,56,1.66,45,69,0.5,185.0,76,3.16,42,3.38,50,1.33,42,33,1.1,19,7,1,14,3,0,72.0,74.0,31.0,36.0,False,False,True,False,False,True,False,False,3,3,-0.6000000000000001,6,-5.0,0.8600000000000003,1.3999999999999995,-2,0.32999999999999985,-2.0,1,36,0.0,5,4
Leon Edwards,Kamaru Usman,1,170.0,74,2.68,53,2.37,53,1.25,36,65,0.4,170.0,76,4.36,52,2.74,54,2.82,45,89,0.1,22,4,0,20,4,0,74.0,72.0,33.0,37.0,False,False,True,False,False,False,False,True,-9,1,0.30000000000000004,-1,-4.0,-0.3700000000000001,-1.6800000000000002,-2,-1.5699999999999998,2.0,0,-24,0.0,2,0
Ode Osbourne,Charles Johnson,1,125.0,73,3.26,40,4.01,45,1.21,28,63,0.6,125.0,70,4.77,50,3.62,57,0.56,23,67,0.4,12,8,0,17,6,0,67.0,69.0,33.0,34.0,False,False,True,False,False,False,False,True,5,-10,0.19999999999999996,-12,-1.0,0.3899999999999997,-1.5099999999999998,3,0.6499999999999999,-2.0,0,-4,0.0,-5,2
Mike Malott,Yohan Lainesse,1,170.0,73,3.85,46,3.06,53,2.27,56,16,0.8,170.0,76,2.22,41,3.38,58,0.94,28,72,0.5,11,2,1,9,3,0,73.0,73.0,33.0,32.0,False,True,False,False,False,True,False,False,28,5,0.30000000000000004,-5,1.0,-0.31999999999999984,1.63,-3,1.33,0.0,1,-56,0.0,2,-1
Joe Solecki,Carl Deaton,1,155.0,70,1.97,53,1.85,50,2.06,48,14,1.4,155.0,69,1.53,31,1.85,61,0.0,0,50,0.0,13,6,0,17,7,0,69.0,67.0,31.0,35.0,False,True,False,False,False,True,False,False,48,22,1.4,-11,-4.0,0.0,0.43999999999999995,1,2.06,2.0,0,-36,0.0,-4,-1
Erick Gonzalez,Trevor Peek,0,155.0,75,2.4,36,8.08,40,6.0,55,50,0.0,155.0,70,4.39,53,3.88,43,1.45,50,52,0.0,14,8,0,9,3,0,71.0,69.0,33.0,30.0,False,True,False,False,False,False,False,True,5,-17,0.0,-3,3.0,4.2,-1.9899999999999998,5,4.55,2.0,0,-2,0.0,5,5
Jordan Leavitt,Victor Martinez,1,155.0,71,2.55,61,1.84,57,2.19,25,30,1.1,155.0,70,7.94,51,7.66,53,0.7,33,80,0.0,11,3,0,13,6,0,69.0,68.0,29.0,33.0,False,False,True,False,False,True,False,False,-8,10,1.1,4,-4.0,-5.82,-5.390000000000001,1,1.49,1.0,0,-50,0.0,-2,-3
Augusto Sakai,Don'Tale Mayes,1,265.0,77,4.6,49,3.83,48,0.23,40,56,0.0,260.0,81,3.49,43,3.77,46,0.64,38,57,0.0,16,5,1,11,8,0,75.0,78.0,33.0,33.0,False,True,False,False,False,True,False,False,2,6,0.0,2,0.0,0.06000000000000005,1.1099999999999994,-4,-0.41000000000000003,-3.0,1,-1,5.0,5,-3
Jasmine Jasudavicius,Gabriella Fernandes,1,125.0,68,3.71,45,3.67,51,2.55,44,75,0.5,125.0,66,3.46,46,5.5,49,0.56,18,60,0.3,13,3,0,10,3,0,67.0,66.0,36.0,31.0,False,True,False,False,False,False,True,False,26,-1,0.2,2,5.0,-1.83,0.25,2,1.9899999999999998,1.0,0,15,0.0,3,0
Andre Muniz,Brendan Allen,0,185.0,78,1.97,50,1.99,54,4.23,50,35,1.2,185.0,75,3.55,53,3.67,45,1.53,38,56,1.3,24,6,0,24,7,0,73.0,74.0,35.0,29.0,False,False,True,False,False,True,False,False,12,-3,-0.10000000000000009,9,6.0,-1.68,-1.5799999999999998,3,2.7,-1.0,0,-21,0.0,0,-1
Tatiana Suarez,Montana De La Rosa,1,115.0,66,3.22,61,1.58,47,4.65,47,80,0.7,125.0,68,2.9,37,3.39,45,1.85,33,68,0.8,11,1,0,13,9,1,65.0,67.0,34.0,30.0,False,False,True,False,False,True,False,False,14,24,-0.10000000000000009,2,4.0,-1.81,0.3200000000000003,-2,2.8000000000000003,-2.0,-1,12,-10.0,-2,-8
Victor Henry,Tony Gravely,1,135.0,68,7.66,53,5.48,47,0.84,36,84,0.4,135.0,69,3.82,48,4.47,44,5.4,41,52,0.3,24,7,0,23,9,0,67.0,65.0,37.0,33.0,False,False,False,True,False,True,False,False,-5,5,0.10000000000000003,3,4.0,1.0100000000000007,3.8400000000000003,-1,-4.5600000000000005,2.0,0,32,0.0,1,-2
Tyson Nam,Bruno Silva,0,125.0,68,3.87,33,4.97,65,0.0,0,87,0.0,125.0,65,3.54,49,4.08,52,1.92,25,60,0.2,21,14,1,14,6,2,67.0,64.0,41.0,35.0,False,True,False,False,False,True,False,False,-25,-16,-0.2,13,6.0,0.8899999999999997,0.33000000000000007,3,-1.92,3.0,-1,27,0.0,7,8
Sedriques Dumas,Josh Fremd,0,185.0,79,2.15,48,2.03,58,1.31,35,40,0.3,185.0,76,2.52,44,2.23,47,0.66,25,30,1.1,10,2,0,11,6,0,74.0,76.0,29.0,31.0,False,True,False,False,False,True,False,False,10,4,-0.8,11,-2.0,-0.20000000000000018,-0.3700000000000001,3,0.65,-2.0,0,10,0.0,-1,-4
Raphael Assuncao,Davey Grant,0,135.0,66,3.22,42,2.5,66,1.65,39,78,0.2,135.0,69,5.25,44,3.89,55,1.14,40,61,0.2,28,10,0,16,7,0,65.0,68.0,42.0,39.0,False,True,False,False,False,True,False,False,-1,-2,0.0,11,3.0,-1.3900000000000001,-2.03,-3,0.51,-3.0,0,17,0.0,12,3
Ariane da Silva,JJ Aldrich,1,125.0,67,4.04,41,3.87,53,0.52,55,68,0.3,125.0,67,3.88,46,4.38,60,0.66,23,66,0.0,17,10,0,13,7,0,66.0,65.0,31.0,32.0,False,True,False,False,False,False,True,False,32,-5,0.3,-7,-1.0,-0.5099999999999998,0.16000000000000014,0,-0.14,1.0,0,2,0.0,4,3
Vitor Petrino,Anton Turkalj,1,205.0,77,2.83,45,2.71,47,3.24,57,71,0.6,205.0,78,2.45,42,3.42,54,4.98,41,16,0.0,11,2,0,8,4,0,74.0,76.0,27.0,28.0,False,True,False,False,False,True,False,False,16,3,0.6,-7,-1.0,-0.71,0.3799999999999999,-1,-1.7400000000000002,-2.0,0,55,0.0,3,-2
Mario Bautista,Guido Cannetti,1,135.0,69,5.33,47,3.91,54,1.92,33,66,0.9,135.0,68,3.44,55,2.84,51,2.27,55,64,0.4,15,2,0,10,8,0,69.0,66.0,31.0,45.0,False,False,False,True,False,False,True,False,-22,-8,0.5,3,-14.0,1.0700000000000003,1.8900000000000001,1,-0.3500000000000001,3.0,0,2,0.0,5,-6
Nikita Krylov,Ryan Spann,1,205.0,77,4.38,55,2.47,44,2.29,38,53,1.4,205.0,79,3.3,40,3.9,43,1.32,35,50,1.7,30,9,0,22,10,0,75.0,77.0,33.0,33.0,False,True,False,False,False,True,False,False,3,15,-0.30000000000000004,1,0.0,-1.4299999999999997,1.08,-2,0.97,-2.0,0,3,0.0,8,-1
Said Nurmagomedov,Jonathan Martinez,0,135.0,70,3.38,47,2.25,56,1.01,15,62,1.2,135.0,70,4.44,49,4.09,56,0.38,35,68,0.1,18,4,0,19,6,0,68.0,68.0,32.0,30.0,False,True,False,False,False,False,True,False,-20,-2,1.0999999999999999,0,2.0,-1.8399999999999999,-1.0600000000000005,0,0.63,0.0,0,-6,0.0,-1,-2
Karl Williams,Lukasz Brzeski,1,235.0,79,2.68,48,2.15,55,4.2,48,100,0.2,236.0,78,5.02,50,3.68,54,0.43,33,36,0.4,10,2,0,9,6,1,75.0,76.0,35.0,32.0,False,True,False,False,False,True,False,False,15,-2,-0.2,1,3.0,-1.5300000000000002,-2.3399999999999994,1,3.77,-1.0,-1,64,-1.0,1,-4
Petr Yan,Merab Dvalishvili,0,135.0,67,5.11,54,4.13,58,1.61,49,84,0.1,135.0,68,4.36,42,2.51,56,5.89,35,82,0.3,18,5,0,19,4,0,67.0,66.0,32.0,34.0,False,False,False,True,False,True,False,False,14,12,-0.19999999999999998,2,-2.0,1.62,0.75,-1,-4.279999999999999,1.0,0,2,0.0,-1,1
Julian Marquez,Marc-Andre Barriault,0,185.0,72,4.85,45,5.06,50,0.0,0,53,2.6,185.0,74,5.98,47,5.58,52,0.21,25,67,0.1,9,5,0,16,9,0,74.0,73.0,34.0,35.0,False,True,False,False,False,True,False,False,-25,-2,2.5,-2,-1.0,-0.5200000000000005,-1.1300000000000008,-2,-0.21,1.0,0,-14,0.0,-7,-4
Alexander Volkov,Alexandr Romanov,1,250.0,80,4.97,57,2.99,54,0.61,66,72,0.2,262.0,75,3.78,51,2.13,54,4.49,55,28,0.9,38,11,0,18,3,0,79.0,74.0,36.0,34.0,False,True,False,False,False,False,True,False,11,6,-0.7,0,2.0,0.8600000000000003,1.19,5,-3.8800000000000003,5.0,0,44,-12.0,20,8
Esteban Ribovics,Loik Radzhabov,0,155.0,69,7.53,48,4.95,57,0.64,66,61,0.3,155.0,69,2.89,44,3.76,46,4.65,57,42,0.0,14,1,0,18,6,1,70.0,71.0,28.0,34.0,False,True,False,False,False,True,False,False,9,4,0.3,11,-6.0,1.1900000000000004,4.640000000000001,0,-4.010000000000001,-1.0,-1,19,0.0,-4,-5
Jessica Penne,Tabatha Ricci,0,115.0,67,2.63,33,5.05,45,1.29,18,36,0.5,115.0,61,4.18,36,5.29,57,2.74,37,81,0.1,14,9,0,11,3,0,65.0,61.0,42.0,30.0,False,True,False,False,False,True,False,False,-19,-3,0.4,-12,12.0,-0.2400000000000002,-1.5499999999999998,6,-1.4500000000000002,4.0,0,-45,0.0,3,6
Ian Machado Garry,Song Kenan,1,170.0,74,4.72,54,2.82,51,0.74,54,73,0.5,170.0,71,4.49,46,5.82,51,0.42,30,73,0.0,15,1,0,22,9,0,75.0,72.0,27.0,35.0,False,True,False,False,False,True,False,False,24,8,0.5,0,-8.0,-3.0000000000000004,0.22999999999999954,3,0.32,3.0,0,0,0.0,-7,-8
Da'Mon Blackshear,Farid Basharat,0,135.0,72,4.3,47,4.06,49,2.17,37,68,1.4,135.0,71,4.36,55,2.57,59,3.97,44,80,0.5,15,7,1,13,0,0,70.0,68.0,30.0,27.0,False,False,False,True,False,True,False,False,-7,-8,0.8999999999999999,-10,3.0,1.4899999999999998,-0.0600000000000005,1,-1.8000000000000003,2.0,1,-12,0.0,2,7
Mana Martinez,Cameron Saaiman,0,135.0,70,4.33,48,4.94,50,0.72,42,25,0.5,135.0,67,5.32,46,4.18,51,0.91,28,47,0.7,10,4,0,9,2,0,70.0,68.0,28.0,24.0,False,True,False,False,False,False,True,False,14,2,-0.19999999999999996,-1,4.0,0.7600000000000007,-0.9900000000000002,3,-0.19000000000000006,2.0,0,-22,0.0,1,2
Viviane Araujo,Amanda Ribas,0,125.0,68,4.04,47,4.87,56,1.86,43,80,0.7,115.0,66,4.29,39,3.24,60,2.06,53,83,0.6,13,6,0,13,6,0,64.0,63.0,38.0,31.0,False,True,False,False,False,True,False,False,-10,8,0.09999999999999998,-4,7.0,1.63,-0.25,2,-0.19999999999999996,1.0,0,-3,10.0,0,0
Derek Brunson,Dricus Du Plessis,0,185.0,77,3.51,47,3.05,51,3.14,33,85,0.6,185.0,76,6.12,48,4.9,54,2.55,50,50,0.7,23,9,0,23,2,0,73.0,73.0,41.0,31.0,False,False,True,False,False,False,False,True,-17,-1,-0.09999999999999998,-3,10.0,-1.8500000000000005,-2.6100000000000003,1,0.5900000000000003,0.0,0,35,0.0,0,7
Geoff Neal,Shavkat Rakhmonov,0,170.0,75,5.05,51,5.44,57,0.56,50,87,0.1,170.0,77,3.25,60,2.17,51,1.4,25,85,1.2,16,6,0,19,0,0,71.0,73.0,34.0,30.0,False,False,True,False,False,True,False,False,25,-9,-1.0999999999999999,6,4.0,3.2700000000000005,1.7999999999999998,-2,-0.8399999999999999,-2.0,0,2,0.0,-3,6
Mateusz Gamrot,Jalin Turner,1,155.0,70,3.23,50,3.22,58,5.25,35,90,0.1,155.0,77,5.6,48,4.57,41,0.79,55,74,1.1,24,3,0,14,8,0,70.0,75.0,34.0,29.0,False,False,True,False,False,False,True,False,-20,2,-1.0,17,5.0,-1.35,-2.3699999999999997,-7,4.46,-5.0,0,16,0.0,10,-5
Bo Nickal,Jamie Pickett,1,185.0,76,2.65,63,1.86,64,3.61,50,0,3.6,185.0,80,2.65,47,3.62,50,1.26,40,67,0.1,7,0,0,13,11,0,73.0,74.0,29.0,36.0,False,False,True,False,False,True,False,False,10,16,3.5,14,-7.0,-1.76,0.0,-4,2.3499999999999996,-1.0,0,-67,0.0,-6,-11
Cody Garbrandt,Trevin Jones,1,135.0,65,2.98,40,3.76,60,1.03,34,80,0.0,135.0,70,2.13,37,4.29,39,0.62,15,60,0.2,14,6,0,13,10,0,68.0,67.0,33.0,34.0,False,True,False,False,False,False,True,False,19,3,-0.2,21,-1.0,-0.5300000000000002,0.8500000000000001,-5,0.41000000000000003,1.0,0,20,0.0,1,-4
Jon Jones,Ciryl Gane,1,248.0,84,4.38,58,2.24,64,1.89,45,95,0.5,245.0,81,5.26,61,2.23,61,0.7,25,43,0.6,28,1,0,13,2,0,76.0,76.0,37.0,34.0,False,True,False,False,False,True,False,False,20,-3,-0.09999999999999998,3,3.0,0.010000000000000231,-0.8799999999999999,3,1.19,0.0,0,52,3.0,15,-1
Valentina Shevchenko,Alexa Grasso,0,125.0,66,3.16,52,2.0,64,2.74,64,71,0.3,125.0,66,4.19,41,3.69,58,0.44,40,54,0.7,24,4,1,16,4,1,65.0,65.0,37.0,31.0,False,False,True,False,False,True,False,False,24,11,-0.39999999999999997,6,6.0,-1.69,-1.0300000000000002,0,2.3000000000000003,0.0,0,17,0.0,8,0
Loma Lookboonmee,Elise Reed,1,115.0,61,4.1,57,2.48,53,1.9,50,72,0.1,115.0,63,3.5,53,3.15,53,0.49,60,56,0.0,9,3,0,8,4,0,61.0,63.0,29.0,32.0,False,True,False,False,False,True,False,False,-10,4,0.1,0,-3.0,-0.6699999999999999,0.5999999999999996,-2,1.41,-2.0,0,16,0.0,1,-1
Jack Jenkins,Don Shainis,1,145.0,68,4.5,61,2.97,58,1.78,64,67,0.0,145.0,67,3.42,50,5.87,31,0.97,25,20,1.9,13,4,0,12,5,0,67.0,66.0,31.0,34.0,False,False,False,True,False,True,False,False,39,11,-1.9,27,-3.0,-2.9,1.08,1,0.81,1.0,0,47,0.0,1,-1
Shannon Ross,Kleydson Rodrigues,0,125.0,66,5.96,39,7.39,55,0.0,0,100,0.0,135.0,67,4.58,57,2.29,53,0.6,22,53,0.6,13,9,0,8,4,0,66.0,65.0,35.0,29.0,False,False,False,True,False,True,False,False,-22,-18,-0.6,2,6.0,5.1,1.38,-1,-0.6,1.0,0,47,-10.0,5,5
Jamie Mullarkey,Francisco Prado,1,155.0,74,4.39,46,4.53,53,2.31,34,78,0.1,170.0,69,4.38,41,5.32,55,0.31,9,25,0.3,17,8,0,12,3,0,72.0,70.0,30.0,22.0,False,True,False,False,False,True,False,False,25,5,-0.19999999999999998,-2,8.0,-0.79,0.009999999999999787,5,2.0,2.0,0,53,-15.0,5,5
Tyson Pedro,Modestas Bukauskas,0,205.0,79,2.9,59,2.39,56,0.76,30,50,0.8,205.0,78,3.32,42,4.11,50,0.37,66,71,0.2,10,5,0,17,6,0,75.0,75.0,33.0,31.0,False,True,False,False,False,False,False,True,-36,17,0.6000000000000001,6,2.0,-1.7200000000000002,-0.41999999999999993,1,0.39,0.0,0,-21,0.0,-7,-1
Yair Rodriguez,Josh Emmett,1,145.0,71,4.65,46,3.99,52,0.69,27,58,0.7,145.0,70,4.04,36,4.61,61,0.91,37,46,0.1,16,5,0,19,4,0,71.0,66.0,32.0,40.0,False,True,False,False,False,True,False,False,-10,10,0.6,-9,-8.0,-0.6200000000000001,0.6100000000000003,1,-0.22000000000000008,5.0,0,12,0.0,-3,1
Josh Culibao,Melsik Baghdasaryan,1,145.0,73,3.41,44,3.04,59,0.0,0,65,0.3,145.0,70,5.04,59,3.14,56,0.0,0,72,0.0,11,4,1,8,3,0,70.0,69.0,30.0,33.0,False,True,False,False,False,False,True,False,0,-15,0.3,3,-3.0,-0.10000000000000009,-1.63,3,0.0,1.0,1,-7,0.0,3,1
Jack Della Maddalena,Randy Brown,1,170.0,73,6.74,53,4.27,66,0.21,16,70,0.2,170.0,78,4.35,47,3.24,54,0.81,39,73,0.6,17,2,0,19,6,0,71.0,75.0,28.0,34.0,False,False,False,True,False,True,False,False,-23,6,-0.39999999999999997,12,-6.0,1.0299999999999994,2.3900000000000006,-5,-0.6000000000000001,-4.0,0,-3,0.0,-2,-4
Islam Makhachev,Alexander Volkanovski,1,155.0,70,2.63,58,1.55,61,3.2,53,90,1.1,145.0,71,6.16,56,3.44,58,1.78,37,70,0.2,27,1,0,26,4,0,70.0,66.0,33.0,36.0,False,False,True,False,False,True,False,False,16,2,0.9000000000000001,3,-3.0,-1.89,-3.5300000000000002,-1,1.4200000000000002,4.0,0,20,10.0,1,-3
Justin Tafa,Parker Porter,1,264.0,74,4.05,54,5.11,47,0.0,0,53,0.0,265.0,75,6.55,50,6.32,51,1.35,26,66,0.5,7,5,0,14,9,0,72.0,72.0,31.0,39.0,False,False,True,False,False,True,False,False,-26,4,-0.5,-4,-8.0,-1.21,-2.5,-1,-1.35,0.0,0,-13,-1.0,-7,-4
Warlley Alves,Nicolas Dalby,0,185.0,72,3.04,48,3.95,50,1.22,50,62,0.8,170.0,74,4.06,43,3.52,52,1.01,27,58,0.1,15,8,0,23,5,1,71.0,71.0,34.0,40.0,False,True,False,False,False,True,False,False,23,5,0.7000000000000001,-2,-6.0,0.43000000000000016,-1.0199999999999996,-2,0.20999999999999996,0.0,-1,4,15.0,-8,3
Josiane Nunes,Zarah Fairn,1,135.0,67,5.41,42,5.44,51,0.0,0,58,0.0,135.0,72,4.55,31,7.4,45,0.0,0,60,0.0,10,3,0,6,6,0,62.0,68.0,31.0,41.0,False,False,True,False,False,True,False,False,0,11,0.0,6,-10.0,-1.96,0.8600000000000003,-5,0.0,-6.0,0,-2,0.0,4,-3
Ismael Bonfim,Terrance McKinney,1,155.0,71,5.73,55,3.1,70,0.96,33,76,0.0,155.0,73,5.91,56,2.59,47,3.23,36,77,1.4,20,5,0,16,7,0,68.0,70.0,29.0,30.0,False,True,False,False,False,False,False,True,-3,-1,-1.4,23,-1.0,0.5100000000000002,-0.17999999999999972,-2,-2.27,-2.0,0,-1,0.0,4,-2
Gregory Rodrigues,Brunno Ferreira,0,185.0,75,5.6,53,4.95,51,2.31,38,88,0.3,185.0,72,3.76,50,3.12,52,0.5,16,53,0.5,16,6,0,12,2,0,75.0,70.0,33.0,32.0,False,True,False,False,False,True,False,False,22,3,-0.2,-1,1.0,1.83,1.8399999999999999,3,1.81,5.0,0,35,0.0,4,4
Thiago Moises,Melquizael Costa,1,155.0,70,2.5,41,4.12,53,1.34,35,53,1.2,145.0,71,3.7,46,2.22,59,2.26,33,50,1.3,19,8,0,22,7,0,69.0,70.0,30.0,28.0,False,True,False,False,False,False,True,False,2,-5,-0.10000000000000009,-6,2.0,1.9,-1.2000000000000002,-1,-0.9199999999999997,-1.0,0,3,10.0,-3,1
Shamil Abdurakhimov,Jailton Almeida,0,235.0,76,2.41,44,3.02,55,1.01,23,45,0.1,205.0,79,2.62,65,0.89,41,6.58,60,60,2.4,20,8,0,22,3,0,75.0,75.0,43.0,33.0,False,True,False,False,False,True,False,False,-37,-21,-2.3,14,10.0,2.13,-0.20999999999999996,-3,-5.57,0.0,0,-15,30.0,-2,5
Gabriel Bonfim,Mounir Lazzez,1,170.0,72,5.22,43,3.8,65,3.68,76,73,2.2,170.0,76,7.49,55,5.42,53,1.8,57,71,0.0,17,1,0,11,3,0,73.0,73.0,27.0,37.0,False,True,False,False,False,True,False,False,19,-12,2.2,12,-10.0,-1.62,-2.2700000000000005,-4,1.8800000000000001,0.0,0,2,0.0,6,-2
Gilbert Burns,Neil Magny,1,170.0,71,3.17,48,3.57,52,2.1,37,53,0.5,170.0,80,3.43,46,2.48,51,2.12,38,53,0.2,22,8,0,29,14,0,70.0,75.0,38.0,37.0,False,True,False,False,False,True,False,False,-1,2,0.3,1,1.0,1.0899999999999999,-0.26000000000000023,-9,-0.020000000000000018,-5.0,0,0,0.0,-7,-6
